Store Number,Annual Revenue,Annual Operational Costs,Median Income,Format,Location Name,Mean Age,Staff Friendliness Index,Traffic Busyness Index
1754,311890.3,147839.9,74600,Drive-thru,Alfseyditch,35,9.65,5.77
1755,284061.66,152124.68,67900,Drive-thru,Wolhead,41,9.85,6.19
1756,358354.4,214287.75,71200,Drive-thru,Egmoor,30,2.67,7.08
1757,313019.17,193556.51,65900,Drive-thru,Hanwood,28,5.7,6.04
1758,250450.73,163545.23,68400,Drive-thru,Presthall,29,5.19,5.69
1759,286381.45,160111.5,67300,Drive-thru,Abborough,27,9.55,7.0
1760,332088.38,190582.15,80200,Drive-thru,Skeldown,36,2.93,6.83
1761,239845.56,85835.16,68700,Drive-thru,Sunderbrough,49,7.51,5.43
1762,344487.89,218329.94,66400,Drive-thru,Sundinggrove,30,3.33,7.12
1763,202109.29,85366.36,80700,Drive-thru,Skellingdenlake,18,3.08,6.69
1764,341482.17,211400.79,75900,Drive-thru,Ellingley,38,8.86,5.89
1765,244260.5,155385.63,59400,Drive-thru,Prestside,26,5.55,5.76
1766,360792.0,200418.31,92700,Drive-thru,Hamslow,51,4.53,7.08
1767,282620.35,110814.61,82600,Drive-thru,Watchavon,52,2.88,7.31
1768,335047.49,203683.84,68000,Drive-thru,Camswold,28,5.31,6.8
1769,263939.94,107200.34,82800,Drive-thru,Ketton,46,7.92,6.97
1770,320934.75,219201.66,67900,Drive-thru,Siringbasmoor,47,6.87,5.43
1771,357842.35,200972.35,87500,Drive-thru,Tipbourne,34,8.98,6.44
1772,197073.74,145613.9,56900,Drive-thru,Hamswich,33,8.5,4.08
1773,281848.79,165655.66,63500,Drive-thru,Blandlesling,39,5.99,6.52
1774,256592.2,144848.39,76500,Drive-thru,Chelmhall,30,6.59,6.21
1775,188301.25,87464.96,62600,Drive-thru,Marl on Smith,34,8.58,6.49
1776,310996.14,209897.57,69200,Drive-thru,Endlesbridge,29,6.86,6.4
1777,202381.05,85139.67,60300,Drive-thru,Cambenhall,40,5.94,5.95
1778,255276.74,159279.68,64400,Drive-thru,Sodrehall,25,5.99,6.33
1779,367554.86,218797.05,72800,Drive-thru,Wyling,44,9.73,6.42
1780,201699.88,95358.55,76000,Drive-thru,Skelborne,30,8.23,6.3
1781,309928.65,169252.12,83600,Drive-thru,Sodchester,32,3.77,5.68
1782,207970.35,135558.43,55100,Drive-thru,Hartshot,32,9.64,5.62
1783,218398.65,114620.1,73800,Drive-thru,Rockwood,33,7.19,4.38
1784,265149.5,104340.02,75100,Drive-thru,Tipwell,43,5.63,7.11
1785,225841.54,128628.96,58600,Drive-thru,Wetport,20,6.56,6.04
1786,272716.66,138401.14,63900,Drive-thru,Fulmansey,26,2.68,5.49
1787,230133.94,125668.54,67900,Drive-thru,Endendberbrook,35,1.09,4.95
1788,321169.43,212981.87,65000,Drive-thru,Wendlehampton,43,4.2,6.79
1789,268491.01,142852.87,78000,Drive-thru,Worblesmanswood,30,8.15,7.07
1790,229607.72,89784.61,60200,Drive-thru,Baswich,40,4.54,6.23
1791,287116.57,145228.87,69500,Drive-thru,Chilwood,42,3.13,6.26
1792,260711.0,124014.63,72100,Drive-thru,Braindleford,44,1.18,7.03
1793,310643.01,147024.31,83300,Drive-thru,Botbridge,45,1.88,6.23
1794,249662.85,102279.6,68200,Drive-thru,Fulwood,45,6.33,6.63
1795,289117.19,140609.1,72600,Drive-thru,Pemsney,43,7.4,7.59
1796,163666.56,82666.98,67200,Drive-thru,Tipnell,44,9.14,4.54
1797,237551.4,150392.39,65500,Drive-thru,Suddlesmoor,28,9.23,5.43
1798,220213.09,116865.11,67800,Drive-thru,Falenchester,23,7.8,5.84
1799,289234.3,166020.76,65200,Drive-thru,Ribbenchester,31,1.37,5.52
1800,224505.75,100842.9,77900,Drive-thru,Sihampton,41,7.37,6.37
1801,196481.81,132839.82,52000,Drive-thru,Rothenstanstoke,21,9.75,4.28
1802,282586.71,178969.03,65700,Drive-thru,Whitney,33,3.13,6.47
1803,290753.47,212088.74,53400,Drive-thru,Endleenham,30,5.52,5.34
1804,284080.45,204894.37,61900,Drive-thru,Eggingavon,29,7.84,5.35
1805,195676.84,93696.62,67900,Drive-thru,Bassendside,21,9.32,5.06
1806,196681.41,99042.62,65200,Drive-thru,Hamssted,27,9.67,6.88
1807,299712.16,147748.26,66300,Drive-thru,Skelsmith,56,3.33,6.55
1808,248196.73,175129.02,63100,Drive-thru,Elmcompdown,22,7.39,4.06
1809,258445.08,135030.92,65100,Drive-thru,Hamsborough,35,4.8,5.21
1810,303962.75,219435.13,56000,Drive-thru,Eggendwold,31,1.53,4.52
1811,259933.82,127040.46,68500,Drive-thru,Hamscompbeck,30,9.3,4.93
1812,270626.02,202863.92,62200,Drive-thru,Southborough,34,7.37,5.93
1813,245433.75,123239.87,73200,Drive-thru,Braddlewich,45,4.5,5.9
1814,205198.33,100390.84,53500,Drive-thru,Emshot,22,7.53,6.28
1815,203383.55,100756.61,64300,Drive-thru,Sundleby,32,2.02,3.98
1816,291747.05,142633.32,74100,Drive-thru,Emmingden,36,9.77,6.21
1817,304341.44,124139.7,92700,Drive-thru,Sodderdenbourne,46,6.11,8.08
1818,330253.47,202242.22,78600,Drive-thru,Todley,43,3.87,6.64
1819,259952.35,130054.63,58100,Drive-thru,Sundleover,37,5.77,7.44
1820,242414.32,158279.51,55600,Drive-thru,Penderseyby,38,2.48,6.23
1821,298424.88,152135.31,83000,Drive-thru,Sundlebassted,35,5.57,6.1
1822,245926.98,118287.8,82600,Drive-thru,Maidensditch,31,2.74,5.56
1823,282976.29,178068.33,73000,Drive-thru,Toddlelow,26,3.44,6.34
1824,229273.77,136450.81,64300,Drive-thru,Southbridge,34,1.7,5.03
1825,323716.98,187846.13,79000,Drive-thru,Bothingberchester,37,4.52,6.94
1826,315651.98,178437.14,67000,Drive-thru,Maidendbourne,36,9.55,6.32
1827,325630.53,208353.21,74500,Drive-thru,Worglesside,33,8.61,5.3
1828,256273.34,147901.5,61800,Drive-thru,Farndleringsted,36,7.08,5.48
1829,326399.05,209424.04,64900,Drive-thru,Boothenwood,30,6.0,6.05
1830,174794.32,94767.43,63900,Drive-thru,Wolsmith,31,7.29,5.94
1831,214825.23,97668.82,69300,Drive-thru,Sodsted,36,1.83,5.75
1832,326579.64,164633.86,79200,Drive-thru,Edgreworth,32,2.1,7.15
1833,348886.49,180125.7,73800,Drive-thru,Ketbasford,38,3.47,7.29
1834,199869.42,147539.24,59100,Drive-thru,Bradrehead,37,6.8,5.3
1835,312272.05,174280.27,59300,Drive-thru,Marlbury,59,6.77,5.37
1836,295933.52,169762.89,73700,Drive-thru,Siringberbury,27,9.14,7.3
1837,336044.23,217652.02,84000,Drive-thru,Pembrook,28,4.26,6.07
1838,341828.53,217581.61,87300,Drive-thru,Alfton,57,5.92,5.16
1839,286377.5,141963.57,71100,Drive-thru,Braindlemoor,43,3.35,6.34
1840,217751.97,111148.66,76600,Drive-thru,Dartavon,35,7.97,5.17
1841,282703.12,187031.47,58800,Drive-thru,Toddleringborough,32,3.52,4.56
1842,355173.35,190315.37,71100,Drive-thru,Falwood,44,7.53,6.69
1843,282125.03,156643.64,67900,Drive-thru,Suddleswich,43,2.45,6.17
1844,207175.39,115692.91,63200,Drive-thru,Burmansmere,26,5.1,5.68
1845,232646.73,90740.76,89000,Drive-thru,Durblesbrough,41,3.94,7.01
1846,264072.97,191705.07,54100,Drive-thru,Waltcester,17,4.29,3.7
1847,248899.57,108442.09,80600,Drive-thru,Hurstmeravon,33,5.87,5.83
1848,238698.95,149638.13,58600,Drive-thru,Wychlow,32,1.97,5.13
1849,226136.46,91980.82,82300,Drive-thru,Walt-under-Chester,42,3.74,8.38
1850,224667.02,130692.48,59800,Drive-thru,Elmsmerover,40,9.78,5.03
1851,274766.69,135539.74,67500,Drive-thru,Alddleseywick,33,8.02,7.2
1852,319563.62,201989.19,72800,Drive-thru,Barndlesbrook,41,6.65,5.75
1853,316525.3,212126.71,73400,Drive-thru,Shrivmerbridge,41,1.39,7.23
1854,208967.77,137547.46,65000,Drive-thru,Cookling,29,9.31,4.83
1855,340763.38,216169.27,63200,Drive-thru,Sirenddown,37,8.09,4.38
1856,211424.24,138513.64,56200,Drive-thru,Sun on Chester,23,3.66,5.62
1857,266946.99,176104.66,49200,Drive-thru,Burringditch,24,5.56,5.26
1858,228791.58,98219.24,72000,Drive-thru,Whitenchester,45,7.82,5.48
1859,279811.14,146949.53,66000,Drive-thru,Falnell,37,6.78,5.57
1860,341079.87,212264.37,82400,Drive-thru,Skeldenwood,42,3.55,6.44
1861,239195.18,87421.04,84200,Drive-thru,Stap-under-Wang,45,1.33,5.16
1862,282202.81,180828.39,65200,Drive-thru,Cheddingringcombe,35,3.68,5.91
1863,244294.23,125065.74,58700,Drive-thru,Tipside,42,2.44,6.58
1864,293236.81,164608.65,76900,Drive-thru,Dribover,38,9.48,6.53
1865,171468.25,89326.44,55900,Drive-thru,Emsnell,35,9.5,4.56
1866,272334.71,125725.33,78800,Drive-thru,Reddenshot,41,2.01,7.34
1867,224294.43,89083.2,59400,Drive-thru,Sundingey,25,6.05,6.28
1868,283034.76,143360.29,82600,Drive-thru,Endleham,44,3.16,6.53
1869,307159.32,194052.24,65100,Drive-thru,Staplake,29,5.73,6.83
1870,244970.11,132749.29,72900,Drive-thru,Wyling,38,4.08,6.06
1871,257535.96,125168.87,63600,Drive-thru,Fulcastle,42,1.44,5.74
1872,242368.03,87698.49,65500,Drive-thru,Egborough,51,1.28,6.87
1873,281283.08,132437.49,70300,Drive-thru,Chedding on Well,45,8.64,5.98
1874,342721.71,204356.45,75600,Drive-thru,Brackney,37,6.35,6.82
1875,243507.43,146917.16,63500,Drive-thru,Abrensbridge,39,9.87,5.75
1876,274578.19,157060.3,73400,Drive-thru,Kingstlesmerling,30,6.74,6.01
1877,313354.1,183653.84,70100,Drive-thru,Shrivseybridge,37,8.47,5.44
1878,316891.38,149339.53,83600,Drive-thru,Brackhead,43,2.13,6.53
1879,311215.12,164089.05,79600,Drive-thru,Bassensmith,40,4.39,5.32
1880,258445.47,192904.26,62800,Drive-thru,Cheddenberton,15,8.33,4.7
1881,295652.72,181504.44,64000,Drive-thru,Elmsencombe,35,9.05,6.01
1882,275060.03,184722.28,60700,Drive-thru,Bradrenscester,27,4.17,5.17
1883,284922.34,154531.62,73700,Drive-thru,Hampingdown,47,7.96,5.55
1884,202087.06,142128.21,48700,Drive-thru,Watchlow,37,3.69,4.14
1885,257192.95,105304.61,63400,Drive-thru,Brackbershot,39,9.48,6.54
1886,306982.33,163813.82,69400,Drive-thru,Soddlehall,38,1.44,5.48
1887,268510.57,164051.35,74000,Drive-thru,Pendencombe,38,9.36,5.73
1888,300895.88,172934.97,61300,Drive-thru,Flitthorne,31,7.0,6.5
1889,243370.84,132510.16,63900,Drive-thru,Blanmansport,26,5.78,5.3
1890,293335.37,118805.03,96300,Drive-thru,Edgsmith,38,3.8,7.04
1891,311187.29,173961.8,64100,Drive-thru,Blanmerwich,40,4.75,5.85
1892,261455.55,123131.24,59900,Drive-thru,Cirencastle,40,3.93,5.3
1893,268875.97,149822.54,67700,Drive-thru,Alfthorne,23,1.0,5.35
1894,143228.9,85362.93,54000,Drive-thru,Horndleenstoke,26,9.31,5.79
1895,263120.75,179332.18,60900,Drive-thru,Enberborough,30,1.81,6.13
1896,310279.11,181158.7,71700,Drive-thru,Ashberney,25,3.58,6.6
1897,296278.21,139251.71,82500,Drive-thru,Burrendfield,52,4.69,6.9
1898,316935.68,167236.01,72600,Drive-thru,Chillow,37,9.53,6.76
1899,278376.56,148873.94,73100,Drive-thru,Chelmthorne,50,6.15,6.19
1900,263599.44,171759.66,74100,Drive-thru,Chipperhall,35,9.86,4.04
1901,278117.08,123127.93,77600,Drive-thru,Leatherbeck,36,2.85,5.76
1902,252290.49,111737.86,76300,Drive-thru,Farnsenney,40,9.52,6.18
1903,236168.44,142919.34,66000,Drive-thru,Sirenbrook,38,6.53,4.49
1904,317813.64,198785.0,76500,Drive-thru,Camsborne,39,5.68,5.88
1905,296446.58,187831.87,58400,Drive-thru,Burhampton,42,1.54,4.09
1906,244697.93,98755.4,66300,Drive-thru,Ensted,37,2.54,6.41
1907,283612.28,191430.0,57000,Drive-thru,Burringbrough,26,9.53,5.99
1908,183655.12,81596.66,67300,Drive-thru,Chipborne,31,4.8,5.67
1909,237974.28,113148.68,67000,Drive-thru,Southshot,39,3.89,7.83
1910,175678.64,95487.47,57500,Drive-thru,Elmsby,27,6.0,5.27
1911,252451.99,168839.41,77300,Drive-thru,Hampingmansley,34,6.5,4.86
1912,311063.25,195879.43,65900,Drive-thru,Cammenrewold,23,5.17,5.26
1913,274960.18,168615.03,62300,Drive-thru,Watchberover,32,3.58,5.31
1914,295815.88,203172.22,66100,Drive-thru,Citon,30,2.63,4.32
1915,259612.75,105869.84,78200,Drive-thru,Camseyditch,40,1.64,6.77
1916,287686.99,200223.3,57000,Drive-thru,Pemport,32,8.1,5.31
1917,320250.47,216706.9,72000,Drive-thru,Endencastle,28,5.06,6.03
1918,278289.49,152711.69,76200,Drive-thru,Cheddingsted,37,6.99,6.44
1919,297301.72,141476.65,73300,Drive-thru,Edgmansdon,39,4.79,7.16
1920,219338.66,102740.94,61600,Drive-thru,Skellensover,27,1.65,6.06
1921,239174.91,126780.26,75900,Drive-thru,Staindlewell,41,7.3,6.33
1922,230042.77,160028.42,71000,Drive-thru,Ketwell,32,5.12,5.34
1923,306956.72,161557.94,73700,Drive-thru,Candbrook,39,5.83,6.99
1924,200888.34,94400.17,63700,Drive-thru,Hamslow,28,8.45,6.15
1925,354811.26,206057.53,76200,Drive-thru,Botstanwich,33,6.31,4.81
1926,214699.85,163944.46,62800,Drive-thru,Durling,35,8.91,6.49
1927,190926.95,138779.78,36600,Drive-thru,Emmingberford,22,4.52,5.35
1928,251818.31,138730.16,77400,Drive-thru,Egavon,24,3.17,5.99
1929,248080.8,167859.37,64200,Drive-thru,Brommansbeck,23,4.24,5.25
1930,290887.09,170722.31,72500,Drive-thru,Mellake,43,6.47,5.64
1931,327019.91,218888.75,56300,Drive-thru,Hamcomphampton,22,1.57,4.94
1932,302092.89,142309.63,82200,Drive-thru,Bootover,40,2.26,5.12
1933,324264.54,202355.86,72300,Drive-thru,Ashcester,35,7.81,4.57
1934,303721.45,194210.1,78300,Drive-thru,Sundbaswang,48,1.07,4.62
1935,262556.84,178023.96,56100,Drive-thru,Ketey,28,2.44,4.22
1936,220305.9,165598.6,45500,Drive-thru,Sundwell,15,5.89,5.81
1937,289639.45,99263.65,78600,Drive-thru,Stapbury,50,7.99,5.93
1938,344897.41,216769.78,74900,Drive-thru,Worrenborough,43,2.32,6.85
1939,227892.9,139569.51,73800,Drive-thru,Sodside,20,3.11,4.48
1940,358367.92,197954.05,82500,Drive-thru,Bootby,42,4.19,7.57
1941,294296.35,171352.58,75300,Drive-thru,Dartnell,44,8.69,7.31
1942,254673.41,125230.9,77100,Drive-thru,Flit on Den,36,8.38,6.97
1943,206991.27,97728.3,74600,Drive-thru,Hamenbeck,36,4.07,6.71
1944,310137.05,219481.61,62900,Drive-thru,Burgleswang,22,6.96,6.77
1945,236590.91,117785.32,75700,Drive-thru,Kettingbermere,34,4.54,6.29
1946,360292.15,217046.78,69900,Drive-thru,Ham-under-Bage,39,1.41,6.79
1947,325625.29,153390.89,85300,Drive-thru,Pendencester,41,4.26,6.36
1948,324612.51,162778.33,74700,Drive-thru,Aldborough,53,5.09,7.09
1949,333730.4,167500.96,82400,Drive-thru,Ens on Side,49,9.47,6.62
1950,232396.52,96511.39,71100,Drive-thru,Wenborne,28,8.12,6.37
1951,243393.31,160318.16,70300,Drive-thru,Rockley,30,2.08,5.7
1952,287214.43,161915.09,78800,Drive-thru,Emmerberlow,43,4.03,6.86
1953,247860.1,132596.84,68800,Drive-thru,Marlden,43,9.25,6.7
1954,266227.07,177247.05,63700,Drive-thru,Sunscompborne,22,6.15,5.21
1955,239539.89,120485.46,67200,Drive-thru,Sundenlake,39,9.75,6.7
1956,290407.14,170246.42,80500,Drive-thru,Hamperretree,48,6.8,6.6
1957,322488.07,178165.53,61100,Drive-thru,Wolenden,47,7.21,6.58
1958,283237.3,143648.9,84200,Drive-thru,Chedmanssted,41,9.91,6.36
1959,265688.88,175207.55,53400,Drive-thru,Fullensbury,41,6.81,4.84
1960,275481.97,168304.38,60000,Drive-thru,Enborne,16,4.25,6.74
1961,303654.33,148105.11,82000,Drive-thru,Abenbrook,36,6.33,7.68
1962,252987.04,155947.34,52400,Drive-thru,Reddlefield,29,8.33,5.01
1963,310639.7,180594.46,57700,Drive-thru,Handlested,46,4.69,5.57
1964,235521.95,119860.89,74500,Drive-thru,Sunsseybeck,35,4.46,5.48
1965,205693.7,104284.16,64000,Drive-thru,Bot on Shot,33,1.96,6.35
1966,320484.37,122587.68,85700,Drive-thru,Ketwang,51,8.95,7.22
1967,405718.93,213733.88,73000,Drive-thru,Chilbridge,52,9.16,7.3
1968,218081.86,135591.25,60300,Drive-thru,Tippenschester,19,4.29,4.16
1969,349350.94,186440.73,64600,Drive-thru,Worblenell,43,7.57,6.39
1970,246702.77,121091.61,77800,Drive-thru,Blanwood,34,8.47,5.22
1971,247320.08,193831.31,64100,Drive-thru,Alfchester,22,4.66,4.98
1972,252023.44,142141.97,61100,Drive-thru,Wetdenden,48,5.11,6.63
1973,345090.18,179048.24,93500,Drive-thru,Stafwich,33,6.66,6.22
1974,311968.89,185032.8,67200,Drive-thru,Stapborne,46,4.03,6.64
1975,237757.28,90649.8,81700,Drive-thru,Pemford,39,9.16,7.07
1976,245292.83,117932.95,68600,Drive-thru,Sirergrove,39,8.69,5.59
1977,308900.86,178709.71,76900,Drive-thru,Rotmanshampton,40,7.66,7.27
1978,229532.16,129763.53,58900,Drive-thru,Camwell,27,4.12,6.07
1979,334542.26,157962.89,82700,Drive-thru,Sundingden,40,4.98,8.59
1980,284848.43,209566.49,54100,Drive-thru,Horsside,23,6.48,5.25
1981,328068.14,194338.9,75800,Drive-thru,Leatherwood,43,3.52,6.43
1982,292359.43,188737.05,63700,Drive-thru,Soddleney,24,3.6,6.37
1983,331025.46,192147.04,81400,Drive-thru,Sunsborne,35,3.87,7.48
1984,311408.06,159589.5,60200,Drive-thru,Toddlewich,43,3.13,5.76
1985,315874.57,179190.0,66000,Drive-thru,Brackwood,37,2.22,5.31
1986,301210.79,190782.78,71600,Drive-thru,Endleenbridge,41,9.27,7.35
1987,265725.27,174215.97,64600,Drive-thru,Elmscester,32,5.47,6.52
1988,272801.69,157960.27,59800,Drive-thru,Farnwold,21,3.57,3.62
1989,259235.19,150662.24,57500,Drive-thru,Ribblechester,35,1.05,6.57
1990,340191.58,203795.12,68100,Drive-thru,Blansbrough,39,1.06,6.36
1991,255833.29,141174.62,60100,Drive-thru,Wetmerchester,30,6.11,4.53
1992,266421.69,195051.64,63900,Drive-thru,Chippendbrough,28,6.94,6.17
1993,328060.58,206201.9,64500,Drive-thru,Edgham,27,9.0,6.6
1994,250897.95,96329.76,70600,Drive-thru,Leatherhall,47,6.42,6.14
1995,241897.31,162505.22,67000,Drive-thru,Sudhead,36,7.66,5.29
1996,201505.48,83711.23,71000,Drive-thru,Wolvinglake,28,9.36,5.79
1997,276675.81,123446.33,77000,Drive-thru,Pendstanbrook,41,3.65,6.23
1998,316751.59,204275.34,67000,Drive-thru,Abblesborne,38,1.54,5.13
1999,286151.32,151445.14,75300,Drive-thru,Whitstanhall,48,2.19,7.26
2000,305898.61,150726.99,75900,Drive-thru,Milden,32,9.6,7.56
2001,257132.75,114634.95,74400,Drive-thru,Redden,37,8.68,5.97
2002,341152.45,175311.21,79000,Drive-thru,Braindles-under-Sted,32,5.08,7.9
2003,339532.3,197470.66,85800,Drive-thru,Cirensavon,36,7.48,6.38
2004,249178.36,161970.91,63900,Drive-thru,Reddlebrook,25,5.13,6.41
2005,295840.5,134754.66,76700,Drive-thru,Sod on Side,41,2.35,5.81
2006,386525.61,187684.73,94500,Drive-thru,Wolsted,64,7.56,7.95
2007,357665.97,204504.96,68900,Drive-thru,Elrenswell,39,7.51,6.23
2008,272705.05,102925.6,82400,Drive-thru,Rockwell,52,1.81,6.98
2009,311227.22,182982.45,63100,Drive-thru,Sirerwold,43,5.23,5.81
2010,301754.72,131304.9,78000,Drive-thru,Ellercompbourne,46,1.95,7.6
2011,379067.5,189558.14,98000,Drive-thru,Maidendlecombe,37,8.83,7.32
2012,174830.95,110105.12,63400,Drive-thru,Siringringdon,37,3.74,4.42
2013,279984.57,208619.88,63200,Drive-thru,Leatherseymoor,23,3.53,5.97
2014,252586.18,115819.4,78000,Drive-thru,Ribbleham,39,7.31,6.52
2015,301026.24,162772.63,76500,Drive-thru,Rotcompham,47,5.4,7.35
2016,191943.58,102783.38,60400,Drive-thru,Stafling,27,1.48,5.26
2017,224339.01,127046.77,63100,Drive-thru,Hamstanhampton,34,3.24,4.28
2018,343867.0,208910.39,68600,Drive-thru,Cascompden,28,8.53,6.54
2019,269407.14,116133.14,76800,Drive-thru,Wenbernell,41,4.9,7.18
2020,183929.46,93464.86,64200,Drive-thru,Reddlecastle,35,8.61,5.87
2021,260469.69,83388.16,72300,Drive-thru,Abglemoor,44,5.2,5.68
2022,288973.83,153650.34,69600,Drive-thru,Hammingstansmith,41,8.63,6.55
2023,250897.99,144479.29,59100,Drive-thru,Warhall,37,4.3,5.81
2024,273714.79,140045.11,75600,Drive-thru,Shaftby,37,6.63,6.9
2025,281597.59,164529.0,56700,Drive-thru,Ketford,27,2.46,6.54
2026,244107.56,123746.13,74700,Drive-thru,Suddingley,43,2.09,7.26
2027,204729.59,90805.94,69700,Drive-thru,Dribford,36,8.03,6.56
2028,304352.78,181192.08,70200,Drive-thru,Hannenside,34,9.94,6.66
2029,242891.07,85251.19,83900,Drive-thru,Sudbourne,43,7.71,7.85
2030,273050.16,175869.27,57300,Drive-thru,Drib on Mere,31,1.19,5.41
2031,270532.29,136452.66,75700,Drive-thru,Flitseyover,34,6.78,4.3
2032,201826.23,89217.48,74100,Drive-thru,Pendby,32,8.91,6.79
2033,284556.45,168473.15,68300,Drive-thru,Abblesringworth,28,3.35,4.56
2034,167898.07,84724.13,69300,Drive-thru,Chippenford,30,9.96,7.08
2035,345843.72,169694.15,96800,Drive-thru,Edgbridge,50,7.55,8.34
2036,267575.11,187168.2,59000,Drive-thru,Rockley,30,8.5,6.42
2037,196315.69,106115.15,66300,Drive-thru,Milmoor,28,3.57,6.35
2038,290886.22,155665.86,64800,Drive-thru,Durrensmere,35,8.72,5.14
2039,269927.64,123381.21,68800,Drive-thru,Cibeck,41,5.6,5.77
2040,252350.67,183669.72,59300,Drive-thru,Penwang,30,3.43,3.39
2041,255973.78,152078.13,65700,Drive-thru,Ciringwood,37,2.1,5.73
2042,133592.38,83230.48,62700,Drive-thru,Tipperborne,24,8.76,5.95
2043,195479.61,97039.67,57000,Drive-thru,Endlemoor,37,9.78,5.85
2044,298742.7,187889.37,56500,Drive-thru,Endlesborough,38,6.47,4.25
2045,255895.57,107116.55,83400,Drive-thru,Chilside,39,6.84,8.38
2046,177371.79,87310.82,59900,Drive-thru,Braindlestree,30,6.41,4.88
2047,297750.56,183447.14,66500,Drive-thru,Hammendrenscastle,25,6.44,6.52
2048,256501.85,151903.46,53300,Drive-thru,Siringnell,33,6.74,6.71
2049,246328.5,120133.1,76200,Drive-thru,Shrivtree,39,2.78,6.32
2050,319019.24,161966.76,87500,Drive-thru,Burblesdon,33,6.76,6.54
2051,273674.46,98275.27,90100,Drive-thru,Tipseydown,45,1.37,7.62
2052,332891.95,218117.65,71100,Drive-thru,Wolringdon,36,7.33,5.76
2053,359969.48,164438.05,97600,Drive-thru,Stainsside,49,7.06,8.03
2054,258703.41,107206.2,69300,Drive-thru,Leathercombe,39,3.85,5.77
2055,267629.87,107325.68,85000,Drive-thru,Elthorne,45,1.35,8.25
2056,238232.6,199977.19,57700,Drive-thru,Hamhampton,14,2.12,4.34
2057,400549.64,210696.34,104100,Drive-thru,Whitley,59,5.32,8.09
2058,327949.72,196745.15,61300,Drive-thru,Millensenham,34,9.15,7.56
2059,190650.06,126733.79,54700,Drive-thru,Warberavon,18,3.23,5.39
2060,291142.04,190022.98,45300,Drive-thru,Tipey,16,8.14,5.82
2061,197676.57,102812.35,55000,Drive-thru,Chedmerthorne,38,8.06,5.91
2062,152994.11,87686.39,64600,Drive-thru,Rockstoke,22,1.17,6.09
2063,244820.8,95338.92,85000,Drive-thru,Hurstmere,46,8.35,6.06
2064,244682.27,170775.95,65100,Drive-thru,Sodmermere,21,7.39,5.65
2065,265482.33,117547.1,61800,Drive-thru,Todding-under-Don,46,1.44,7.07
2066,279740.18,140526.95,60400,Drive-thru,Rockringlake,34,1.14,4.68
2067,325655.42,208826.51,63400,Drive-thru,Fulshot,18,9.45,4.87
2068,252520.37,216419.8,54500,Drive-thru,Bootwang,30,7.13,4.17
2069,226417.78,154849.04,60200,Drive-thru,Hambrough,29,6.47,4.7
2070,368369.57,197740.04,83900,Drive-thru,Elmhall,44,3.98,6.9
2071,325161.71,169043.38,63500,Drive-thru,Reddlesmoor,44,6.06,6.02
2072,302446.56,169586.88,60100,Drive-thru,Wolvendley,33,9.09,7.55
2073,273595.74,94023.98,74100,Drive-thru,Bastledown,42,2.38,5.65
2074,218140.0,97347.73,78300,Drive-thru,Burrersmith,38,3.02,6.74
2075,235225.46,158042.86,64800,Drive-thru,Dartborne,24,9.53,4.78
2076,229572.51,170603.33,64500,Drive-thru,Soddernell,25,8.6,4.8
2077,303296.21,142540.44,72500,Drive-thru,Eggendwang,46,2.98,5.73
2078,241899.21,135270.11,70200,Drive-thru,Elmsted,39,9.78,5.4
2079,238572.3,127865.15,67900,Drive-thru,Shaftreley,37,9.72,7.3
2080,364079.79,219949.13,72900,Drive-thru,Fulmansney,35,9.37,6.02
2081,286889.63,197291.86,58300,Drive-thru,Endlesborough,25,8.31,5.5
2082,372265.72,206032.19,71500,Drive-thru,Emwang,43,2.75,6.6
2083,264728.89,136312.53,68000,Drive-thru,Edgney,40,1.73,7.76
2084,229217.64,118275.18,61900,Drive-thru,Chippenswich,29,3.0,7.4
2085,302702.57,149748.11,71500,Drive-thru,Hurstton,34,7.57,6.09
2086,286575.92,173341.79,61500,Drive-thru,Chelmbershot,40,8.88,5.9
2087,264185.23,190260.39,69800,Drive-thru,Burwood,36,3.14,6.72
2088,255929.65,132657.93,75500,Drive-thru,Endlessmith,25,4.54,5.62
2089,262307.61,192162.93,62000,Drive-thru,Tippingreborne,29,3.51,5.13
2090,217505.37,112165.42,72400,Drive-thru,Pendlesmith,36,8.72,6.99
2091,309367.42,174342.26,78500,Drive-thru,Maidenrenslake,47,4.02,7.21
2092,262857.21,139533.64,64900,Drive-thru,Sundlethorne,45,5.19,6.7
2093,261212.08,138506.98,71100,Drive-thru,Handover,35,8.39,6.92
2094,317449.57,218138.04,64300,Drive-thru,Soddlesringwood,39,8.26,6.36
2095,222652.45,108142.29,61800,Drive-thru,Reddingling,30,9.84,6.28
2096,361003.49,152502.45,95000,Drive-thru,Chedmerlake,62,7.75,6.89
2097,275337.46,138669.22,70700,Drive-thru,Rotmansling,34,6.1,6.61
2098,192561.81,91299.49,85600,Drive-thru,Elbage,34,6.4,7.49
2099,339214.32,166272.74,76200,Drive-thru,Durwold,41,9.72,7.77
2100,192338.72,106876.31,66800,Drive-thru,Elm on Ditch,29,1.3,5.14
2101,303533.15,155691.38,72300,Drive-thru,Rotside,35,8.68,7.59
2102,283045.13,178923.84,63300,Drive-thru,Emswich,31,3.8,4.01
2103,226152.42,124864.43,71800,Drive-thru,Blansborne,27,1.08,4.96
